UUID,IP,NAME,TAGS(Category:Value)
88516bd0-f114-4aa8-9cad-967553e2583c,34.230.163.215;10.0.2.244,ec2-34-230-163-215.compute-1.amazonaws.com;ip-10-0-2-244.ec2.internal,
b64d6250-1bb2-4e22-8ecc-371f6e88a72e,10.0.2.244;3.97.135.119,ec2-3-97-135-119.ca-central-1.compute.amazonaws.com;ip-10-0-2-244.ca-central-1.compute.internal,
04895914-66db-41b1-9508-ca501097fd58,10.0.0.71;3.1.210.191,ec2-3-1-210-191.ap-southeast-1.compute.amazonaws.com;ip-10-0-0-71.ap-southeast-1.compute.internal,
651ce4c4-bb46-4ac6-9dca-8da751675ebe,10.0.0.200;18.170.25.160,ec2-18-170-25-160.eu-west-2.compute.amazonaws.com;ip-10-0-0-200.eu-west-2.compute.internal,
7788eca1-c343-4731-91ee-40f4d3cb1803,10.0.2.6,ip-10-0-2-6.ec2.internal,
04233f44-d012-466d-b383-28c2b4048ef2,10.0.2.247;3.99.133.3,ec2-3-99-133-3.ca-central-1.compute.amazonaws.com;ip-10-0-2-247.ca-central-1.compute.internal,
74a0ee37-4523-4e2a-837e-51e096fc298e,18.168.68.153;10.0.2.245,ec2-18-168-68-153.eu-west-2.compute.amazonaws.com;ip-10-0-2-245.eu-west-2.compute.internal,
b233d807-bda5-4b23-afcb-caab84427311,18.134.253.208;10.0.2.5,ec2-18-134-253-208.eu-west-2.compute.amazonaws.com;ip-10-0-2-5.eu-west-2.compute.internal,
c3238f21-b85c-4ee3-806f-e87af689f152,10.0.2.8;3.8.150.227,ec2-3-8-150-227.eu-west-2.compute.amazonaws.com;ip-10-0-2-8.eu-west-2.compute.internal,
6995e7bc-851f-41c6-a698-1d0fd9de4e8d,10.0.0.4;54.206.154.249,ec2-54-206-154-249.ap-southeast-2.compute.amazonaws.com;ip-10-0-0-4.ap-southeast-2.compute.internal,
677d201c-c7f0-4b01-ab74-10ae1940e46d,10.0.1.31,ip-10-0-1-31.ca-central-1.compute.internal,
