UUID,IP,NAME,TAGS(Category:Value)
c73637a7-7d4f-4b56-98ff-da1233f75ff3,10.0.0.158;34.219.54.198,ec2-34-219-54-198.us-west-2.compute.amazonaws.com;ip-10-0-0-158.us-west-2.compute.internal,OS:Linux
4e6a0f5b-59ff-4c83-8eb0-fe3aaf587817,192.168.0.42,bal-lab-pvs-001.dc.demo.io,OS:Linux
8bf36a84-c27f-4c3a-ae8d-8c13ef343240,18.130.211.162;10.0.2.8,ec2-18-130-211-162.eu-west-2.compute.amazonaws.com;ip-10-0-2-8.eu-west-2.compute.internal,OS:Linux
76a47789-0c79-4605-adec-e116146095e0,10.0.2.7;34.244.235.149,ec2-34-244-235-149.eu-west-1.compute.amazonaws.com;ip-10-0-2-7.eu-west-1.compute.internal,OS:Linux
662cc4b2-e0f7-40d7-bad4-238580a7d330,172.31.11.169,ip-172-31-11-169.us-west-1.compute.internal,OS:Linux
e420e707-5253-41d3-868e-63b6a1f8aab4,10.0.2.7;13.37.249.23,ec2-13-37-249-23.eu-west-3.compute.amazonaws.com;ip-10-0-2-7.eu-west-3.compute.internal,OS:Linux
5868e64d-17ef-4688-9b97-2854aafa5e3a,192.168.0.31,smtp.dc.demo.io,OS:Linux
8db9d9a0-a2f1-4bfd-9b8a-bb71b0fd6257,10.0.2.248;54.67.76.84,ec2-54-67-76-84.us-west-1.compute.amazonaws.com;ip-10-0-2-248.us-west-1.compute.internal,OS:Linux
bace1998-e82d-4e23-a7b4-bc7385a9cc05,13.215.45.36;10.0.0.199,ec2-13-215-45-36.ap-southeast-1.compute.amazonaws.com;ip-10-0-0-199.ap-southeast-1.compute.internal,OS:Linux
65eb126b-a45a-4628-af1b-8425546ceb6f,10.0.0.16,ip-10-0-0-16.ap-southeast-1.compute.internal,OS:Linux
11f6ded8-77d0-497a-8a37-8c87e30617f4,18.130.238.59;10.0.0.210,ec2-18-130-238-59.eu-west-2.compute.amazonaws.com;ip-10-0-0-210.eu-west-2.compute.internal,OS:Linux
565e3a16-4385-4ea8-b2f6-498aa177afd7,10.0.1.5;3.72.127.100;10.0.1.6,ip-10-0-1-5.eu-central-1.compute.internal,OS:Linux
99a03345-835b-42b7-b87c-2f5760195c08,3.26.27.248;10.0.0.192,ec2-3-26-27-248.ap-southeast-2.compute.amazonaws.com;ip-10-0-0-192.ap-southeast-2.compute.internal,OS:Linux
cc5f3148-15a3-4118-ab28-edbd66dd7d13,10.0.0.8;3.39.230.9,ec2-3-39-230-9.ap-northeast-2.compute.amazonaws.com;ip-10-0-0-8.ap-northeast-2.compute.internal,OS:Linux
52864e23-1942-4f54-95ae-eb0d699d4e41,10.0.2.245;13.57.5.105,ec2-13-57-5-105.us-west-1.compute.amazonaws.com;ip-10-0-2-245.us-west-1.compute.internal,OS:Linux
